"id_ocorrencia","local_ocorrencia","latitude_ocorrencia","longitude_ocorrencia","data_ocorrencia","hora_ocorrencia","presen_agen_segur_ocorrencia","qtd_morto_civil_ocorrencia","qtd_morto_agen_segur_ocorrencia","qtd_ferido_civil_ocorrencia","qtd_ferido_agen_segur_ocorrencia","estado_id","cidade_id","nome_cidade","cod_ibge_cidade","gentilico_cidade","populacao_cidade","area_cidade","densidade_demo_cidade","nome_estado","uf_estado","cod_ibge_estado","homem_qtd_mortos_oc","homem_qtd_feridos_oc","mulher_qtd_mortos_oc","mulher_qtd_feridos_oc","chacina_oc","chacina_qtd_mortos_oc","chacina_unidades_policiais_oc","ag_seguranca_vitima_oc","ag_seguranca_mortos_status_oc","ag_seguranca_feridos_status_oc","bala_perdida_oc","bala_perdida_qtd_mortos_oc","bala_perdida_qtd_feridos_oc","interior_residencia_oc","interior_residencia_qtd_mortos_oc","interior_residencia_qtd_feridos_oc","imediacao_ensino_oc","imediacao_ensino_qtd_mortos_oc","imediacao_ensino_qtd_feridos_oc","vitima_crianca_oc","vitima_crianca_qtd_mortos_oc","info_adicional_crianca_morta_oc","vitima_crianca_qtd_feridos_oc","info_adicional_crianca_ferida_oc","vitima_adolescente_oc","vitima_adolescente_qtd_mortos_oc","info_adicional_adolescente_morto_oc","vitima_adolescente_qtd_feridos_oc","info_adicional_adolescente_ferido_oc","vitima_idoso_oc","vitima_idoso_qtd_mortos_oc","info_adicional_idoso_morto_oc","vitima_idoso_qtd_feridos_oc","info_adicional_idoso_ferido_oc","informacao_via_oc","descricao_via_interrompida_oc","data_interrupcao_via_oc","data_liberacao_via_oc","outros_recortes","motivo_principal","motivo_complementar"
"53782","Favela do Catiri - Bangu, Rio de Janeiro - RJ, 21863-010, Brasil","-22.85319795","	-43.47059105","2022-12-06","19:04:00","0","2","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","2","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Disputa",""
"53783"," Favela Bateau Mouche - Praça Seca, Rio de Janeiro - RJ, 22733-001, Brasil","-22.905099038789977","-43.3547013852848","2022-12-06","17:00:00","1","1","1","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","2","0","0","0","0","0","","1","Em serviço","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53784","Teixeiras - Taquara, Rio de Janeiro - RJ, 22723-205, Brasil","-22.909665206239655","-43.41705076097564","2022-12-06","17:00:00","1","3","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","3","0","0","0","1","3","18º BPM ","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53787","Favela Novo Rio (Marcão) - Gardênia Azul, Rio de Janeiro - RJ, 22765-560, Brasil","-22.9608807	","-43.3489255","2022-12-06","18:38:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53791","Complexo da Serrinha - Madureira, Rio de Janeiro - RJ, Brasil","-22.8653569","-43.3272011","2022-12-07","06:35:00","1","0","0","1","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","1","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Operação policial",""
"53792","Complexo do Lins - Lins de Vasconcelos, Rio de Janeiro - RJ, 20725-140, Brasil","-22.91534468","-43.28452174","2022-12-07","06:28:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Operação policial",""
"53794","Nova América / Del Castilho - Avenida Pastor Martin Luther King Júnior - Del Castilho, Rio de Janeiro - RJ, Brasil","-22.879285","-43.2718696","2022-12-06","21:30:00","0","0","0","1","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","1","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","Shopping","Tentativa/Roubo",""
"53801","Complexo da Serrinha - Madureira, Rio de Janeiro - RJ, 21370-042, Brasil","-22.87204","-43.331296","2022-12-07","11:52:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Operação policial",""
"53803","Treze -Cidade de Deus, Rio de Janeiro - RJ, Brasil","-22.9466482","-43.3612543","2022-12-07","12:26:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53807","Toca Saviana (Complexo do Andaraí) - Grajau, Rio de Janeiro - RJ, 20540-260, Brasil","-22.928985581916606","-43.26133222659759","2022-12-07","19:09:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53814","Rua Pindaí - Brás de Pina, Rio de Janeiro - RJ, Brasil","-22.8246722","-43.288844","2022-12-08","04:30:00","1","1","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","1","0","0","0","0","0","16bpm","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53815","Rua Vila Rica - Botafogo, Rio de Janeiro - RJ, Brasil","-22.9606395","-43.1910666","2022-12-08","06:00:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","2BPM","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53817","Cascata- Olaria, Rio de Janeiro - RJ, 21071-340, Brasil","-22.85024750819036","-43.28296760012208","2022-12-08","08:30:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53825"," Jardim Novo - Realengo, Rio de Janeiro - RJ, 21760-140, Brasil","-22.8914433","-43.4180915","2022-12-08","10:55:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Operação policial",""
"53831","Morro Jorge Turco -Coelho Neto, Rio de Janeiro - RJ, 21545-360, Brasil","-22.83831622","-43.34490657","2022-12-08","16:30:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53832","Grajau, Rio de Janeiro - RJ, Brasil","-22.9237145","-43.2584667","2022-11-07","20:30:00","0","1","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","1","0","0","0","0","0","","0","","","0","0","0","1","1","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Sequestro/Cárcere Privado","Homicidio/Tentativa"
"53848","Favela Vila Nova Esperança (Favelão)- Gardênia Azul, Rio de Janeiro - RJ, 22765-525, Brasil","-22.9580547	","-43.3547908","2022-12-09","20:38:00","0","0","0","2","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","2","0","0","0","0","","0","","","1","0","2","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Disputa",""
"53849","Favela da Palmeirinha- Guadalupe, Rio de Janeiro - RJ, 21675-090, Brasil","-22.84749851	","-43.36586321","2022-12-09","21:29:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53853","Rua Dona Emília - Inhauma, Rio de Janeiro - RJ, Brasil","-22.8720193","-43.2831993","2022-12-09","23:17:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53858","Complexo do Chapadão, Rio de Janeiro - RJ, Brasil","-22.8246493","-43.3727275","2022-12-10","07:20:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53864","Parque Estadual da Pedra Branca - Taquara, Rio de Janeiro - RJ, 22723-195, Brasil","-22.9317961","-43.4410999","2022-12-10","11:44:00","1","2","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","2","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53865","R. Manuel Corrêa, 183 - Piedade, Rio de Janeiro - RJ, 21381-400, Brasil","-22.8760365","-43.305519","2022-12-10","11:12:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53866","Rua Tenente Miguel - Grajau, Rio de Janeiro - RJ, 20561, Brasil","-22.9293533","-43.2640556","2022-12-10","04:00:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53867","Morro do Sereno  (Complexo da Penha)- Penha Circular, Rio de Janeiro - RJ, Brasil","-22.8436111","-43.2936111","2022-12-10","18:40:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53869","Jacarezinho, Rio de Janeiro - RJ, Brasil","-22.8875573","-43.2581953","2022-12-10","20:23:00","1","0","0","0","1","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","1","0","0","0","0","","1","","Em serviço","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53877","Favela da Tirol- Jacarepaguá, Rio de Janeiro - RJ, 22750-003, Brasil","-22.9398637","-43.3237266","2022-12-11","09:00:00","1","1","1","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","2","0","0","0","0","0","18bpm","1","Em serviço","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53878","Cascadura, Rio de Janeiro - RJ, Brasil","-22.8822363","-43.32459739999999","2022-12-11","03:00:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53879","Rua Goiás - Piedade, Rio de Janeiro - RJ, Brasil","-22.8882935","-43.3133182","2022-12-11","06:00:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53880","Morro do Fubá- Cascadura, Rio de Janeiro - RJ, Brasil","-22.892494","-43.3327547","2022-12-11","19:55:00","0","0","0","1","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","1","0","0","","0","","","1","0","1","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Disputa",""
"53881","Favela da Tirol -Jacarepaguá, Rio de Janeiro - RJ, 22750-003, Brasil","-22.939522513022624","-43.32406392578123","2022-12-11","20:10:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53890","Fundação Oswaldo Cruz - Avenida Brasil - Manguinhos, Rio de Janeiro - RJ, Brasil","-22.8772312","-43.243633","2022-12-12","05:00:00","1","0","1","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","1","0","0","0","0","0","","1","Aposentado / exonerado","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Execução",""
"53908","Complexo do Chapadão- Costa Barros, Rio de Janeiro - RJ, 21755-470, Brasil","-22.82326393","-43.37707903","2022-11-13","11:05:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53909","Complexo do Lins - Lins de Vasconcelos, Rio de Janeiro - RJ, 20725-140, Brasil","-22.91534468","-43.28452174","2022-12-13","08:00:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Operação policial",""
"53913","Complexo do Lins -Lins de Vasconcelos, Rio de Janeiro - RJ, 20725-100, Brasil","-22.91381902","-43.28436478","2022-12-13","16:18:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53918","Caminho do Lúcio, Vila Aliança - Bangu, Rio de Janeiro - RJ, 21840-092, Brasil","-22.867602388990854","-43.47522999590912","2022-12-13","18:00:00","1","0","0","1","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","1","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53924","Cavalcante, Rio de Janeiro - RJ, Brasil","-22.8699047","-43.3160716","2022-12-14","09:30:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53925","Ponte Velha do Galeão - Ilha do Governador, Rio de Janeiro - RJ, Brasil","-22.8343638","-43.2420722","2022-12-14","05:00:00","1","1","0","3","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","1","3","0","0","0","0","17BPM","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Tentativa/Roubo de cargas","Ação policial"
"53934","Morro da Pedreira (Complexo da Pedreira)-Pavuna, Rio de Janeiro - RJ, 21532, Brasil","-22.82312466","-43.35986703","2022-12-14","22:50:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53935","Rua Dois de Fevereiro - Engenho de Dentro, Rio de Janeiro - RJ, Brasil","-22.9023518","-43.3027382","2022-12-14","21:50:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53936","Conjunto IPASE -Vila Kosmos, Rio de Janeiro - RJ, Brasil","-22.853809","-43.3036308","2022-12-15","04:00:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53937","Conjunto IPASE -Vila Kosmos, Rio de Janeiro - RJ, Brasil","-22.853809","-43.3036308","2022-12-15","05:00:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53938","Morro do Juramentinho- Tomás Coelho, Rio de Janeiro - RJ, 21220-770, Brasil","-22.861328945988653","-43.30541404874877","2022-12-15","05:37:00","1","0","0","0","1","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","1","0","0","0","0","3bpm","1","","Em serviço","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","Tiros de Helicóptero","Operação policial",""
"53941","Vila Militar, Rio de Janeiro - RJ, Brasil","-22.8647601","-43.3998027","2022-12-15","06:00:00","1","1","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","1","0","0","0","0","0","14BPM","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53943","Favela da Galinha - Engenho da Rainha -Rio de Janeiro - RJ, 20765-270, Brasil","-22.8674811","-43.28901399999999","2022-12-15","07:39:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","Tiros de Helicóptero","Operação policial",""
"53955","Tanque, Rio de Janeiro - RJ, Brasil","-22.9183448","-43.3608954","2022-12-15","08:00:00","1","0","0","1","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","1","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53960","Av. Dom Hélder Câmara - Del Castilho, Rio de Janeiro - RJ, 20771-000, Brasil","-22.881254918041957","-43.27446547755432","2022-12-15","20:00:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Tentativa/Roubo","Ação policial"
"53964","Jacarezinho, Rio de Janeiro - RJ, Brasil","-22.8875573","-43.2581953","2022-12-15","23:00:00","1","0","0","1","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","1","0","0","0","0","upp jacare","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53967","Pavão-Pavãozinho - Copacabana, Rio de Janeiro - RJ, Brasil","-22.9799455","-43.1949684","2022-12-16","03:00:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53969","Manguinhos, Rio de Janeiro - RJ, Brasil","-22.8830377","-43.24575069999999","2022-12-16","06:49:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Operação policial",""
"53970","Manguinhos, Rio de Janeiro - RJ, Brasil","-22.8830377","-43.24575069999999","2022-12-16","00:22:00","1","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"53975","Morro Santo Amaro - Catete, Rio de Janeiro - RJ, 22211, Brasil","-22.9236111","-43.1805556","2022-12-16","13:27:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53980"," Morro do Juramento, Vicente de Carvalho - Rio de Janeiro, RJ, Brasil","-22.858609554061236","-43.31638581481933","2022-12-16","19:55:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Disputa",""
"53981"," Morro do Juramento - Vicente de Carvalho, Rio de Janeiro - RJ, Brasil","-22.859179263897097","-43.31720899049072","2022-12-16","22:10:00","0","0","0","2","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Disputa",""
"53982","Morro Santo Amaro - Catete, Rio de Janeiro - RJ, 22211, Brasil","-22.9236111","-43.1805556","2022-12-16","23:21:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53987","Penha, Rio de Janeiro - RJ, Brasil","-22.8371837","-43.2774115","2022-12-17","02:00:00","1","0","0","3","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","3","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Arrastão","Ação policial"
"53994"," Morro do Fubá - Cascadura, Rio de Janeiro - RJ, 21311-120, Brasil","-22.892344738913046","-43.33443307418279","2022-12-17","18:30:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53995","Morro dos Prazeres - Santa Teresa, Rio de Janeiro - RJ, Brasil","-22.9347222","-43.2047222","2022-12-17","22:10:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"53996","Favela do Pombal - Cascadura, Rio de Janeiro - RJ, 21380-130, Brasil","-22.8835668	","-43.3211578","2022-12-17","00:30:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Disputa",""
"54000","Morro do Dendê, Rio de Janeiro - RJ, Brasil","-22.8053883","-43.1868232","2022-12-18","14:56:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"54004","Vicente de Carvalho, Rio de Janeiro - RJ, Brasil","-22.8558216","-43.315785","2022-12-18","20:49:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"54005","Linha Amarela - Encantado, Rio de Janeiro - RJ, 20730-452, Brasil","-22.897284860827252","-43.301566085033684","2022-12-18","22:00:00","1","1","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","1","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Briga","Ação policial"
"54013","Morro do Campinho -Campinho, Rio de Janeiro - RJ, 21320-300, Brasil","-22.88587109855423","-43.342090406983644","2022-12-19","13:15:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
"54030","Vila Kennedy - Bangu, Rio de Janeiro - RJ, Brasil","-22.8604006","-43.4884116","2022-12-20","08:00:00","1","0","0","1","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","1","0","0","0","0","14bpm","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Ação policial",""
"54039","Favela da Ficap -Jardim America, Rio de Janeiro - RJ, 21240-250, Brasil","-22.80685155144967","-43.327924537017815","2022-12-20","16:33:00","0","0","0","0","0","19","3661","Rio de Janeiro","3304557","carioca","6320446","119746","5.27","Rio de Janeiro","RJ","33","0","0","0","0","0","0","","0","","","0","0","0","0","0","0","0","0","0","0","0","","0","","0","0","","0","","0","0","","0","","","","","","","Não identificado",""
